BOROUGH,LATITUDE,LONGITUDE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,IS_RUSH_HOUR,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE TYPE CODE 1,TARGET
BROOKLYN,40.684956,-73.87457,18,2,7,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,1
STATEN ISLAND,40.60769,-74.08945,5,2,8,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.613506,-73.954094,12,1,9,0,0,Unspecified,Sedan,0
BROOKLYN,40.675297,-73.87268,23,3,7,0,0,Driver Inattention/Distraction,Taxi,0
,40.74727,-73.85699,15,4,10,0,0,Driver Inattention/Distraction,Bus,0
,,,11,1,7,0,0,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.7553365,-73.8432452,8,3,4,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,1
MANHATTAN,40.8177989,-73.9455979,19,0,12,0,0,Reaction to Other Uninvolved Vehicle,PASSENGER VEHICLE,0
MANHATTAN,40.7916628,-73.9646839,18,2,5,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.57927,-73.95335,17,6,12,1,1,Unspecified,Sedan,0
BRONX,40.833286,-73.914085,10,3,9,0,0,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.8378635,-73.9113938,1,1,7,0,0,Driver Inattention/Distraction,LIVERY VEHICLE,0
BROOKLYN,40.670986,-73.984795,9,2,3,0,1,Passing or Lane Usage Improper,Sedan,1
BROOKLYN,40.6834728,-73.999726,20,5,12,1,0,Driver Inattention/Distraction,PASSENGER VEHICLE,1
MANHATTAN,40.8038,-73.96699,21,3,7,0,0,Driver Inattention/Distraction,Sedan,1
BRONX,40.86388,-73.84913,19,3,5,0,0,Unspecified,4 dr sedan,0
BROOKLYN,40.70965,-73.96621,16,2,4,0,1,Driver Inattention/Distraction,Sedan,0
QUEENS,40.731968,-73.88478,0,5,10,1,0,Pavement Slippery,Bike,1
STATEN ISLAND,40.543777,-74.16346,17,2,12,0,1,Pavement Slippery,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.75895,-73.83192,7,1,4,0,1,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.643166,-73.9905,14,0,6,0,0,Unspecified,Pick-up Truck,0
BROOKLYN,40.6338,-73.8897,19,0,12,0,0,Unspecified,Sedan,0
BROOKLYN,40.601,-73.979385,15,0,4,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.6387346,-73.9846722,10,3,9,0,0,Prescription Medication,PASSENGER VEHICLE,0
MANHATTAN,40.75484,-73.98412,8,4,5,0,1,View Obstructed/Limited,Bus,0
BROOKLYN,40.656693,-73.89464,1,5,1,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.753025,-73.87163,14,2,1,0,0,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.74961,-73.98912,18,0,3,0,1,Unsafe Speed,Bike,1
MANHATTAN,40.714146,-73.99565,15,3,2,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.766403,-73.8153,22,6,5,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.74954,-73.97744,14,4,4,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.61448,-73.9264,18,5,11,1,1,Driver Inattention/Distraction,Sedan,0
QUEENS,40.697124,-73.80971,20,5,7,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
,40.77592,-73.95317,19,1,5,0,0,Driver Inattention/Distraction,Sedan,1
BRONX,40.82628,-73.87673,17,2,5,0,1,Unspecified,Sedan,0
QUEENS,40.746983,-73.87197,16,1,2,0,1,Driver Inattention/Distraction,Sedan,0
,40.690884,-73.912506,0,4,10,0,0,Driver Inattention/Distraction,E-Bike,0
QUEENS,40.6752142,-73.7377926,18,4,8,0,1,Unspecified,SPORT UTILITY / STATION WAGON,1
BRONX,40.82852,-73.89796,19,3,1,0,0,Driver Inattention/Distraction,Sedan,0
,40.740627,-73.987434,9,3,8,0,1,Passing or Lane Usage Improper,Taxi,1
BRONX,40.8242083,-73.8587895,15,0,3,0,0,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,,,13,1,5,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.856808,-73.92827,9,6,9,1,1,Unspecified,Sedan,1
MANHATTAN,40.719025,-73.98978,0,6,5,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.631805,-73.988304,7,3,1,0,1,Unspecified,Bike,1
BRONX,40.8730592,-73.8786343,15,0,4,0,0,Backing Unsafely,PASSENGER VEHICLE,0
BROOKLYN,40.6560641,-73.9395596,22,1,8,0,0,Unspecified,PASSENGER VEHICLE,1
BRONX,40.8727646,-73.8886326,7,2,9,0,1,Unspecified,PASSENGER VEHICLE,0
,40.70499,-73.91736,1,2,5,0,0,Driver Inattention/Distraction,Bike,1
,,,8,3,10,0,1,Unspecified,PASSENGER VEHICLE,0
,,,13,2,6,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.649876,-73.961815,12,3,4,0,0,Unspecified,Motorcycle,0
BROOKLYN,40.681946,-73.904884,20,6,5,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.616036,-73.9557865,12,4,9,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.701862,-73.94383,21,1,6,0,0,Other Vehicular,Sedan,1
MANHATTAN,40.757698,-73.9694,9,1,7,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,1
BROOKLYN,40.625595,-73.9576,16,3,9,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.62764,-73.99657,7,4,3,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.683018,-73.95885,8,1,10,0,1,Driver Inattention/Distraction,Bike,1
,40.75829,-73.83431,15,5,9,1,0,Failure to Yield Right-of-Way,Sedan,0
,40.767754,-73.83193,16,3,9,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BRONX,40.83553,-73.86317,21,6,7,1,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6882902,-73.9390977,18,3,10,0,1,Unspecified,PASSENGER VEHICLE,0
,40.590393,-74.16611,12,3,7,0,0,Driverless/Runaway Vehicle,Sedan,0
MANHATTAN,40.73696,-73.98451,1,6,7,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.69498,-73.790085,19,4,12,0,0,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.645477,-73.99736,17,1,5,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.6394354,-74.0054588,14,6,12,1,0,Passenger Distraction,PASSENGER VEHICLE,0
,40.77958,-73.82332,17,4,12,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.75585,-73.88259,20,4,10,0,0,Following Too Closely,Sedan,1
BROOKLYN,40.700726,-73.94194,20,4,11,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,E-Bike,0
BROOKLYN,40.6780095,-73.9413784,9,3,3,0,1,Driver Inattention/Distraction,PICK-UP TRUCK,1
,40.575512,-73.98241,13,4,12,0,0,Driver Inattention/Distraction,Sedan,0
,40.679375,-73.96408,0,5,6,1,0,Failure to Yield Right-of-Way,,0
,,,18,1,11,0,1,Unspecified,Sedan,0
QUEENS,40.665257,-73.735344,16,1,12,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6760949,-73.9499135,16,4,2,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.5989385,-73.9554773,15,3,2,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.822166,-73.94242,19,4,2,0,0,Unspecified,Sedan,0
,40.804256,-73.9193,19,3,9,0,0,Other Lighting Defects,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.764652,-73.82349,21,4,3,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6982205,-73.94395,8,5,1,1,1,Unspecified,SPORT UTILITY / STATION WAGON,1
QUEENS,40.76536,-73.882416,17,4,2,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8653172,-73.8491033,20,4,1,0,0,Unspecified,UNKNOWN,0
,,,5,3,7,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.865795,-73.920006,17,0,11,0,1,Unspecified,Sedan,0
MANHATTAN,40.7814295,-73.9541782,12,5,11,1,0,Prescription Medication,LARGE COM VEH(6 OR MORE TIRES),0
BROOKLYN,40.69334,-73.96689,13,2,9,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.686497,-73.94825,17,5,8,1,1,Driverless/Runaway Vehicle,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6857804,-73.9543917,17,0,11,0,1,Fatigued/Drowsy,PASSENGER VEHICLE,1
BROOKLYN,40.636074,-73.951096,21,5,3,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,0
,40.861862,-73.91282,17,1,7,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7569923,-73.7296524,17,4,1,0,1,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.80124,-73.94183,13,2,7,0,0,,Sedan,0
,40.802395,-73.936775,5,0,11,0,0,Traffic Control Disregarded,,0
BROOKLYN,,,18,1,5,0,1,Driver Inattention/Distraction,4 dr sedan,0
MANHATTAN,40.806377,-73.95766,20,6,9,1,0,Driver Inattention/Distraction,E-Scooter,0
,40.640553,-74.0043,10,1,3,0,0,Unspecified,E-Bike,1
QUEENS,40.751545,-73.87085,20,1,8,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.769848,-73.98432,22,4,12,0,0,Driver Inattention/Distraction,Taxi,0
MANHATTAN,40.7522807,-73.9896919,16,3,7,0,1,Unspecified,SMALL COM VEH(4 TIRES) ,0
MANHATTAN,40.8486847,-73.9392147,10,5,6,1,0,Unspecified,LIVERY VEHICLE,1
BROOKLYN,40.6214926,-74.0262133,19,5,11,1,0,Unspecified,UNKNOWN,0
,,,8,0,11,0,1,,,0
BROOKLYN,40.6337648,-74.0005981,16,5,11,1,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.625282,-73.96047,16,5,12,1,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,0
QUEENS,40.75043,-73.87781,16,6,5,1,1,Unspecified,Bike,1
BROOKLYN,40.678318,-73.94692,14,2,7,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,0
,40.590176,-74.15098,6,1,6,0,0,Driver Inattention/Distraction,Sedan,0
BRONX,40.861023,-73.89205,16,5,3,1,1,Unspecified,Taxi,0
,40.755207,-73.871,14,5,7,1,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,1
,40.560905,-73.9155,16,5,5,1,1,Unspecified,Sedan,1
BRONX,40.867878,-73.893005,12,0,2,0,0,Unspecified,Sedan,1
MANHATTAN,40.802647,-73.95296,16,5,1,1,1,Backing Unsafely,Taxi,0
BRONX,40.828693,-73.87796,18,2,1,0,1,Unspecified,Sedan,0
,40.78296,-73.94403,14,4,9,0,0,Driver Inattention/Distraction,Pick-up Truck,0
BRONX,40.835884,-73.88341,16,1,9,0,1,Failure to Yield Right-of-Way,Bike,1
BROOKLYN,40.6747567,-73.9110769,0,5,8,1,0,Unspecified,UNKNOWN,0
MANHATTAN,,,3,5,5,1,0,View Obstructed/Limited,Taxi,0
,,,1,6,9,1,0,Driver Inattention/Distraction,Bike,1
QUEENS,40.7334612,-73.7354562,18,4,12,0,1,Unspecified,PASSENGER VEHICLE,0
STATEN ISLAND,40.57236,-74.09322,17,5,1,1,1,Driver Inattention/Distraction,,0
MANHATTAN,40.726463,-73.9771,0,4,3,0,0,Pavement Slippery,Bike,1
QUEENS,40.760586,-73.84591,17,6,7,1,1,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.66045,-73.86719,7,3,3,0,1,Unspecified,Sedan,0
QUEENS,40.753998,-73.94243,0,1,5,0,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.726646,-74.000175,12,0,1,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BRONX,40.835518,-73.86112,19,2,7,0,0,Failure to Yield Right-of-Way,Sedan,0
,40.76943,-73.91025,20,0,6,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
,40.767647,-73.92078,19,3,4,0,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.8636899,-73.9170643,16,0,3,0,1,Driver Inattention/Distraction,UNKNOWN,0
,40.65768,-73.925415,19,3,10,0,0,,,0
,,,21,2,2,0,0,Unspecified,Sedan,1
BROOKLYN,40.667156,-73.910095,15,1,4,0,0,,Bus,0
QUEENS,40.6933843,-73.8188441,19,4,7,0,0,Unspecified,VAN,1
BRONX,40.882217,-73.88046,0,6,11,1,0,Alcohol Involvement,Sedan,0
QUEENS,40.6906828,-73.8530467,15,0,2,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
BROOKLYN,40.6374693,-73.9191723,18,6,8,1,1,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.6515314,-73.9630211,14,2,8,0,0,Unspecified,BICYCLE,1
MANHATTAN,40.75045,-73.9873,20,2,3,0,0,Unspecified,Taxi,0
BROOKLYN,40.680218,-73.97789,3,4,8,0,0,Aggressive Driving/Road Rage,,0
MANHATTAN,40.8536861,-73.9305383,23,4,9,0,0,Alcohol Involvement,PASSENGER VEHICLE,1
,40.773697,-73.98894,8,1,11,0,1,Unspecified,Sedan,0
BRONX,40.8171812,-73.8454948,11,5,6,1,0,Unspecified,SPORT UTILITY / STATION WAGON,1
MANHATTAN,40.720074,-73.988365,8,4,3,0,1,,,0
MANHATTAN,40.8031164,-73.9563196,2,4,7,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,1
BROOKLYN,40.6582963,-73.9310841,20,0,9,0,0,Unspecified,UNKNOWN,0
,40.84036,-73.91807,13,3,1,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.629974,-74.0081276,8,0,12,0,1,Driver Inattention/Distraction,VAN,0
,40.795437,-73.943954,20,1,3,0,0,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.7622265,-73.9681866,16,3,2,0,1,Driver Inattention/Distraction,VAN,0
BROOKLYN,40.6323121,-73.9370159,20,6,1,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0
QUEENS,40.692368,-73.89381,15,4,9,0,0,Unspecified,Bike,1
BROOKLYN,40.632584,-74.00631,11,0,5,0,0,Unspecified,Bike,1
BROOKLYN,,,18,0,12,0,1,Driver Inattention/Distraction,Pick-up Truck,1
BROOKLYN,40.678723,-73.9529869,18,5,4,1,1,Unspecified,PASSENGER VEHICLE,1
BROOKLYN,40.706913,-73.94766,9,3,10,0,1,Backing Unsafely,FORKLIFT,0
,40.574802,-73.97353,17,5,3,1,1,Unsafe Speed,E-Scooter,0
,40.693703,-73.90505,9,1,2,0,1,Failure to Yield Right-of-Way,E-Scooter,0
BRONX,40.8358971,-73.8558592,14,4,10,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.742912,-73.992805,18,2,3,0,1,Failure to Yield Right-of-Way,Unk,0
,40.743122,-73.897545,6,6,11,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6333192,-73.953934,9,0,6,0,1,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.76428,-73.97302,13,2,5,0,0,Backing Unsafely,Sedan,0
BRONX,40.880467,-73.8838318,14,1,11,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.60981,-73.92251,4,6,4,1,0,Unspecified,Sedan,0
QUEENS,40.736313,-73.85392,16,4,3,0,1,Unsafe Speed,Station Wagon/Sport Utility Vehicle,0
BRONX,40.872696,-73.85172,15,3,8,0,0,Unspecified,Sedan,0
QUEENS,40.7672,-73.887825,0,2,11,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.754,-73.98211,13,0,8,0,0,Traffic Control Disregarded,Bike,0
,40.701077,-73.94043,11,0,2,0,0,View Obstructed/Limited,Dump,0
BROOKLYN,40.644405,-73.964096,15,3,1,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.68834,-73.93015,0,6,4,1,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.66278,-73.88086,11,0,7,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.749466,-73.866554,13,2,11,0,0,Unsafe Speed,MOPED,0
,40.6670627,-73.7391857,18,4,12,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.6611533,-73.9801725,17,4,7,0,1,Unspecified,PASSENGER VEHICLE,1
QUEENS,40.7433326,-73.8549515,20,6,8,1,0,Driver Inattention/Distraction,PASSENGER VEHICLE,1
QUEENS,40.7145547,-73.8314588,7,0,11,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.679634,-73.949585,17,4,9,0,1,Failure to Yield Right-of-Way,,0
QUEENS,40.7449653,-73.8783191,8,1,10,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,0
BROOKLYN,40.701958,-73.92389,17,3,5,0,1,Driver Inattention/Distraction,E-Scooter,0
QUEENS,40.701588,-73.74864,15,1,10,0,0,Unsafe Lane Changing,,0
MANHATTAN,40.806355,-73.953964,23,2,7,0,0,Driver Inattention/Distraction,E-Bike,1
BROOKLYN,40.657833,-73.96238,17,4,7,0,1,View Obstructed/Limited,Sedan,1
MANHATTAN,40.72098,-73.98696,19,2,2,0,0,Unspecified,Sedan,1
MANHATTAN,40.734673,-73.99459,11,1,3,0,0,Failure to Yield Right-of-Way,Bike,1
,40.629364,-74.017815,8,2,5,0,1,Backing Unsafely,Sedan,0
MANHATTAN,40.7454414,-73.9753944,11,3,10,0,0,Unspecified,LIVERY VEHICLE,0
BROOKLYN,40.6523922,-73.9265457,21,3,8,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BRONX,40.8332873,-73.9140776,8,0,5,0,1,Passenger Distraction,LIVERY VEHICLE,0
MANHATTAN,40.8401945,-73.9430642,9,0,4,0,1,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.757584,-73.77937,8,4,1,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.77852,-73.96054,12,0,2,0,0,Unsafe Lane Changing,Sedan,1
BROOKLYN,40.573135,-73.99309,22,3,9,0,0,Unspecified,Sedan,0
BROOKLYN,40.664375,-73.92376,11,6,5,1,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0
,,,20,3,8,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BRONX,40.889954,-73.89813,10,4,6,0,0,Driver Inattention/Distraction,Pick-up Truck,0
QUEENS,40.6885849,-73.8044699,20,5,4,1,0,Aggressive Driving/Road Rage,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.670124,-73.91085,10,1,9,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BRONX,40.87924,-73.84656,1,1,8,0,0,,,0
QUEENS,40.72122,-73.884705,16,1,6,0,1,Driver Inattention/Distraction,4 dr sedan,0
MANHATTAN,40.789734,-73.966095,16,5,9,1,1,Unspecified,Bike,1
QUEENS,40.7427877,-73.882632,13,1,1,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,1
QUEENS,40.7584515,-73.893473,10,2,7,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.6323924,-73.9952911,1,0,6,0,0,Physical Disability,UNKNOWN,0
,40.53842,-74.23742,17,2,2,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8711195,-73.8768264,1,5,8,1,0,Unspecified,PASSENGER VEHICLE,0
BRONX,40.858707,-73.9037,17,1,11,0,1,Unsafe Speed,Sedan,0
,40.72224,-73.9863,23,1,2,0,0,Failure to Yield Right-of-Way,Sedan,1
,40.866154,-73.86155,17,6,1,1,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.73792,-73.992226,13,4,9,0,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.65967,-73.99517,19,6,9,1,0,Unspecified,Bike,1
BROOKLYN,40.6228,-74.02836,20,0,12,0,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.8202957,-73.9437749,22,3,5,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,1
QUEENS,40.7194405,-73.845256,6,2,12,0,0,View Obstructed/Limited,PASSENGER VEHICLE,0
MANHATTAN,40.7432053,-73.9799604,16,2,11,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.624332,-73.96911,10,5,3,1,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.6916518,-73.7791971,17,4,12,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
QUEENS,40.7391773,-73.7939251,10,1,6,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
,40.60115,-73.97839,18,5,8,1,1,Failure to Yield Right-of-Way,,0
QUEENS,40.6028,-73.74879,14,2,3,0,0,Unspecified,Sedan,0
STATEN ISLAND,40.570465,-74.10977,14,1,9,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.681526,-73.82472,15,0,6,0,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.711323,-73.94725,18,0,10,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7657317,-73.9264388,18,0,5,0,1,Failure to Yield Right-of-Way,PASSENGER VEHICLE,1
BRONX,40.81505,-73.92427,23,0,8,0,0,Unspecified,Sedan,0
MANHATTAN,40.804417,-73.955376,19,5,10,1,0,Driver Inattention/Distraction,Sedan,1
BRONX,40.8441075,-73.8861506,22,0,5,0,0,Other Vehicular,PASSENGER VEHICLE,1
BROOKLYN,40.6701962,-73.995393,16,2,12,0,1,Unspecified,VAN,1
BRONX,40.831795,-73.88895,17,2,9,0,1,Failure to Yield Right-of-Way,Bus,0
BRONX,40.8535,-73.888664,0,4,9,0,0,Failure to Yield Right-of-Way,Bike,1
MANHATTAN,40.7591,-73.99215,17,2,8,0,1,Driver Inattention/Distraction,Box Truck,0
BRONX,40.851685,-73.83106,12,1,10,0,0,Aggressive Driving/Road Rage,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.699531,-73.9110367,8,6,2,1,1,Unspecified,OTHER,0
BROOKLYN,40.68011,-73.92549,18,1,10,0,1,Unspecified,Sedan,0
MANHATTAN,40.7395116,-73.9847429,13,0,11,0,0,Unspecified,TAXI,0
BROOKLYN,40.612934,-73.97268,14,1,1,0,0,Unspecified,Sedan,0
QUEENS,40.7110702,-73.7920281,18,0,4,0,1,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
QUEENS,40.760994,-73.82443,8,1,2,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.74559,-73.8779,9,5,9,1,1,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.63333,-73.92069,18,5,1,1,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.767918,-73.985725,22,0,7,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
STATEN ISLAND,40.594597,-74.08642,0,4,10,0,0,Failure to Yield Right-of-Way,Sedan,1
,,,21,3,7,0,0,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.71614,-74.01064,23,4,8,0,0,Failure to Yield Right-of-Way,Taxi,0
MANHATTAN,40.714264,-73.980934,19,1,12,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.689953,-73.826,14,3,9,0,0,Driver Inattention/Distraction,Box Truck,0
MANHATTAN,40.7997827,-73.9681976,11,0,10,0,0,Unspecified,UNKNOWN,0
BROOKLYN,40.67034,-73.98873,8,3,11,0,1,Traffic Control Disregarded,Sedan,1
QUEENS,40.665348,-73.72986,19,4,11,0,0,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.811,-73.91724,13,4,12,0,0,Unspecified,Sedan,0
,40.703556,-73.78805,11,3,1,0,0,View Obstructed/Limited,Sedan,0
MANHATTAN,40.79356,-73.96702,18,1,10,0,1,Failure to Yield Right-of-Way,Sedan,0
,40.732372,-74.00348,0,6,1,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.6609742,-73.7657896,16,6,8,1,1,Unspecified,PASSENGER VEHICLE,1
,40.72225,-74.00592,16,3,2,0,1,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.7185836,-73.9917461,23,1,3,0,0,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.80118,-73.93975,16,2,6,0,1,Unspecified,Pick-up Truck,1
BRONX,40.862755,-73.901085,17,5,10,1,1,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7636,-73.77098,12,2,10,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.75573,-73.990906,20,3,3,0,0,Unspecified,E-Scooter,1
,,,19,3,8,0,0,View Obstructed/Limited,BUS,1
QUEENS,40.7553632,-73.8872263,2,6,10,1,0,Unsafe Speed,Sedan,1
MANHATTAN,40.734034,-73.9950494,13,0,2,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,1
,,,1,1,8,0,0,Passenger Distraction,PASSENGER VEHICLE,0
BROOKLYN,40.624035,-73.91969,19,0,3,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.69319,-73.89575,16,2,2,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6921205,-73.9843426,11,2,7,0,0,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.864807,-73.91937,21,0,5,0,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.7640838,-73.8333515,17,4,12,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.7078571,-74.0068386,12,3,6,0,0,,SPORT UTILITY / STATION WAGON,0
,,,9,6,8,1,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
,40.76155,-73.96659,16,4,12,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,0
,40.81133,-73.96403,14,2,5,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,1
QUEENS,40.7404158,-73.7133616,8,1,4,0,1,Unspecified,PASSENGER VEHICLE,0
BRONX,40.854248,-73.867935,14,1,12,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.634415,-73.94105,0,2,3,0,0,Passing Too Closely,Sedan,0
MANHATTAN,40.73722,-73.98139,8,0,12,0,1,Unspecified,Bike,1
